venta_producto_id,venta_id,producto_id,producto_nombre,categoria,talle,color,cantidad,precio_unitario,descuento_item,subtotal_item,total_item
VPI00285,VTA0176,PROD036,Short Deportivo,shorts,L,Azul,1,25500,2000,25500,23500
VPI00286,VTA0176,PROD011,Remera Dry-Fit,remeras,XL,Azul,3,19300,0,57900,57900
VPI00287,VTA0177,PROD029,Campera Running,camperas,L,Azul,1,57500,0,57500,57500
VPI00288,VTA0177,PROD038,Short Deportivo,shorts,XL,Negro,1,23900,0,23900,23900
VPI00289,VTA0177,PROD028,Campera Running,camperas,L,Negro,1,57800,0,57800,57800
VPI00290,VTA0178,PROD041,Top Deportivo,tops,S,Rosa,1,23300,2000,23300,21300
VPI00291,VTA0178,PROD021,Calza Training,calzas,L,Violeta,1,32500,1500,32500,31000
VPI00292,VTA0179,PROD038,Short Deportivo,shorts,XL,Negro,1,23900,0,23900,23900
VPI00293,VTA0179,PROD006,Remera Dry-Fit,remeras,M,Blanco,1,18400,0,18400,18400
VPI00294,VTA0179,PROD044,Top Deportivo,tops,M,Rosa,1,21400,0,21400,21400
VPI00295,VTA0180,PROD045,Top Deportivo,tops,M,Blanco,2,23500,0,47000,47000
VPI00296,VTA0180,PROD042,Top Deportivo,tops,S,Blanco,1,23000,3000,23000,20000
VPI00297,VTA0181,PROD032,Short Deportivo,shorts,M,Negro,1,25300,3000,25300,22300
VPI00298,VTA0181,PROD009,Remera Dry-Fit,remeras,L,Blanco,1,17300,3000,17300,14300
VPI00299,VTA0181,PROD013,Calza Training,calzas,S,Negro,1,34000,3000,34000,31000
VPI00300,VTA0181,PROD053,Buzo Oversize,buzos,L,Gris,1,48900,0,48900,48900
VPI00301,VTA0182,PROD037,Short Deportivo,shorts,XL,Gris,2,23900,3000,47800,44800
VPI00302,VTA0182,PROD048,Top Deportivo,tops,L,Blanco,1,24200,0,24200,24200
VPI00303,VTA0183,PROD028,Campera Running,camperas,L,Negro,1,57800,0,57800,57800
VPI00304,VTA0183,PROD007,Remera Dry-Fit,remeras,L,Negro,1,17300,0,17300,17300
VPI00305,VTA0184,PROD016,Calza Training,calzas,M,Negro,2,31400,1500,62800,61300
VPI00306,VTA0184,PROD014,Calza Training,calzas,S,Gris,2,34100,2000,68200,66200
VPI00307,VTA0185,PROD035,Short Deportivo,shorts,L,Negro,1,25300,1000,25300,24300
VPI00308,VTA0186,PROD018,Calza Training,calzas,M,Violeta,1,30900,0,30900,30900
VPI00309,VTA0186,PROD059,Zapatilla Running,zapatillas,39,Azul,1,83500,1500,83500,82000
VPI00310,VTA0186,PROD042,Top Deportivo,tops,S,Blanco,2,23000,2000,46000,44000
VPI00311,VTA0187,PROD051,Buzo Oversize,buzos,M,Negro,2,47400,0,94800,94800
VPI00312,VTA0188,PROD050,Buzo Oversize,buzos,M,Gris,2,52000,0,104000,104000
VPI00313,VTA0189,PROD032,Short Deportivo,shorts,M,Negro,2,25300,1500,50600,49100
VPI00314,VTA0189,PROD018,Calza Training,calzas,M,Violeta,1,30900,0,30900,30900
VPI00315,VTA0189,PROD021,Calza Training,calzas,L,Violeta,1,32500,3000,32500,29500
VPI00316,VTA0190,PROD056,Buzo Oversize,buzos,XL,Gris,1,53500,3000,53500,50500
VPI00317,VTA0191,PROD018,Calza Training,calzas,M,Violeta,1,30900,1500,30900,29400
VPI00318,VTA0192,PROD041,Top Deportivo,tops,S,Rosa,1,23300,0,23300,23300
VPI00319,VTA0193,PROD034,Short Deportivo,shorts,L,Gris,1,24300,0,24300,24300
VPI00320,VTA0193,PROD044,Top Deportivo,tops,M,Rosa,1,21400,0,21400,21400
VPI00321,VTA0194,PROD024,Campera Running,camperas,S,Verde,2,59200,0,118400,118400
VPI00322,VTA0195,PROD011,Remera Dry-Fit,remeras,XL,Azul,1,19300,0,19300,19300
VPI00323,VTA0195,PROD029,Campera Running,camperas,L,Azul,1,57500,0,57500,57500
VPI00324,VTA0196,PROD038,Short Deportivo,shorts,XL,Negro,1,23900,2000,23900,21900
VPI00325,VTA0196,PROD047,Top Deportivo,tops,L,Rosa,1,24400,0,24400,24400
VPI00326,VTA0197,PROD045,Top Deportivo,tops,M,Blanco,1,23500,1000,23500,22500
VPI00327,VTA0198,PROD008,Remera Dry-Fit,remeras,L,Azul,1,17800,0,17800,17800
VPI00328,VTA0198,PROD016,Calza Training,calzas,M,Negro,1,31400,0,31400,31400
VPI00329,VTA0199,PROD044,Top Deportivo,tops,M,Rosa,1,21400,3000,21400,18400
VPI00330,VTA0200,PROD026,Campera Running,camperas,M,Azul,1,60200,2000,60200,58200
VPI00331,VTA0200,PROD033,Short Deportivo,shorts,M,Azul,1,23700,2000,23700,21700
VPI00332,VTA0200,PROD019,Calza Training,calzas,L,Negro,1,35700,0,35700,35700
VPI00333,VTA0201,PROD026,Campera Running,camperas,M,Azul,1,60200,0,60200,60200
VPI00334,VTA0201,PROD038,Short Deportivo,shorts,XL,Negro,1,23900,2000,23900,21900
VPI00335,VTA0202,PROD039,Short Deportivo,shorts,XL,Azul,1,24900,0,24900,24900
VPI00336,VTA0203,PROD051,Buzo Oversize,buzos,M,Negro,1,47400,0,47400,47400
VPI00337,VTA0203,PROD053,Buzo Oversize,buzos,L,Gris,1,48900,1000,48900,47900
VPI00338,VTA0204,PROD032,Short Deportivo,shorts,M,Negro,1,25300,0,25300,25300
VPI00339,VTA0204,PROD030,Campera Running,camperas,L,Verde,1,54500,0,54500,54500
VPI00340,VTA0205,PROD033,Short Deportivo,shorts,M,Azul,1,23700,0,23700,23700
VPI00341,VTA0206,PROD052,Buzo Oversize,buzos,L,Blanco,2,52300,2000,104600,102600
VPI00342,VTA0207,PROD005,Remera Dry-Fit,remeras,M,Azul,1,19300,0,19300,19300
VPI00343,VTA0208,PROD030,Campera Running,camperas,L,Verde,2,54500,1000,109000,108000
VPI00344,VTA0209,PROD048,Top Deportivo,tops,L,Blanco,1,24200,1500,24200,22700
VPI00345,VTA0209,PROD040,Top Deportivo,tops,S,Negro,1,24000,3000,24000,21000
VPI00346,VTA0210,PROD023,Campera Running,camperas,S,Azul,1,53700,0,53700,53700
VPI00347,VTA0211,PROD016,Calza Training,calzas,M,Negro,1,31400,0,31400,31400
VPI00348,VTA0212,PROD024,Campera Running,camperas,S,Verde,3,59200,0,177600,177600
VPI00349,VTA0212,PROD030,Campera Running,camperas,L,Verde,1,54500,0,54500,54500
VPI00350,VTA0213,PROD017,Calza Training,calzas,M,Gris,2,32900,2000,65800,63800
VPI00351,VTA0214,PROD038,Short Deportivo,shorts,XL,Negro,1,23900,0,23900,23900
VPI00352,VTA0214,PROD007,Remera Dry-Fit,remeras,L,Negro,1,17300,1500,17300,15800
VPI00353,VTA0215,PROD044,Top Deportivo,tops,M,Rosa,1,21400,0,21400,21400
VPI00354,VTA0216,PROD020,Calza Training,calzas,L,Gris,1,33000,0,33000,33000
VPI00355,VTA0217,PROD051,Buzo Oversize,buzos,M,Negro,1,47400,0,47400,47400
VPI00356,VTA0218,PROD017,Calza Training,calzas,M,Gris,1,32900,0,32900,32900
VPI00357,VTA0218,PROD053,Buzo Oversize,buzos,L,Gris,1,48900,3000,48900,45900
VPI00358,VTA0219,PROD028,Campera Running,camperas,L,Negro,1,57800,0,57800,57800
VPI00359,VTA0219,PROD053,Buzo Oversize,buzos,L,Gris,1,48900,2000,48900,46900
VPI00360,VTA0219,PROD047,Top Deportivo,tops,L,Rosa,1,24400,0,24400,24400
VPI00361,VTA0220,PROD040,Top Deportivo,tops,S,Negro,1,24000,3000,24000,21000
VPI00362,VTA0220,PROD016,Calza Training,calzas,M,Negro,1,31400,3000,31400,28400
VPI00363,VTA0221,PROD052,Buzo Oversize,buzos,L,Blanco,1,52300,0,52300,52300
VPI00364,VTA0222,PROD025,Campera Running,camperas,M,Negro,1,60800,1500,60800,59300
VPI00365,VTA0222,PROD018,Calza Training,calzas,M,Violeta,1,30900,0,30900,30900
VPI00366,VTA0223,PROD007,Remera Dry-Fit,remeras,L,Negro,1,17300,0,17300,17300
VPI00367,VTA0223,PROD016,Calza Training,calzas,M,Negro,2,31400,0,62800,62800
VPI00368,VTA0223,PROD043,Top Deportivo,tops,M,Negro,1,21000,2000,21000,19000
VPI00369,VTA0223,PROD018,Calza Training,calzas,M,Violeta,1,30900,0,30900,30900
VPI00370,VTA0224,PROD045,Top Deportivo,tops,M,Blanco,1,23500,0,23500,23500
VPI00371,VTA0225,PROD015,Calza Training,calzas,S,Violeta,1,34400,3000,34400,31400
VPI00372,VTA0226,PROD056,Buzo Oversize,buzos,XL,Gris,1,53500,0,53500,53500
VPI00373,VTA0226,PROD059,Zapatilla Running,zapatillas,39,Azul,1,83500,0,83500,83500
VPI00374,VTA0226,PROD021,Calza Training,calzas,L,Violeta,2,32500,1500,65000,63500
VPI00375,VTA0227,PROD011,Remera Dry-Fit,remeras,XL,Azul,1,19300,2000,19300,17300
VPI00376,VTA0228,PROD015,Calza Training,calzas,S,Violeta,1,34400,0,34400,34400
VPI00377,VTA0228,PROD043,Top Deportivo,tops,M,Negro,1,21000,1000,21000,20000
VPI00378,VTA0229,PROD037,Short Deportivo,shorts,XL,Gris,1,23900,3000,23900,20900
VPI00379,VTA0230,PROD043,Top Deportivo,tops,M,Negro,2,21000,3000,42000,39000
VPI00380,VTA0230,PROD041,Top Deportivo,tops,S,Rosa,1,23300,0,23300,23300
VPI00381,VTA0230,PROD047,Top Deportivo,tops,L,Rosa,1,24400,0,24400,24400
VPI00382,VTA0231,PROD027,Campera Running,camperas,M,Verde,1,56000,0,56000,56000
VPI00383,VTA0231,PROD032,Short Deportivo,shorts,M,Negro,2,25300,0,50600,50600
VPI00384,VTA0231,PROD025,Campera Running,camperas,M,Negro,1,60800,0,60800,60800
VPI00385,VTA0231,PROD023,Campera Running,camperas,S,Azul,2,53700,0,107400,107400
VPI00386,VTA0232,PROD025,Campera Running,camperas,M,Negro,1,60800,0,60800,60800
VPI00387,VTA0233,PROD042,Top Deportivo,tops,S,Blanco,1,23000,2000,23000,21000
VPI00388,VTA0234,PROD019,Calza Training,calzas,L,Negro,1,35700,0,35700,35700
VPI00389,VTA0235,PROD006,Remera Dry-Fit,remeras,M,Blanco,1,18400,3000,18400,15400
VPI00390,VTA0236,PROD008,Remera Dry-Fit,remeras,L,Azul,1,17800,2000,17800,15800
VPI00391,VTA0237,PROD025,Campera Running,camperas,M,Negro,1,60800,3000,60800,57800
VPI00392,VTA0238,PROD049,Buzo Oversize,buzos,M,Blanco,1,52100,0,52100,52100
VPI00393,VTA0239,PROD035,Short Deportivo,shorts,L,Negro,1,25300,3000,25300,22300
VPI00394,VTA0240,PROD034,Short Deportivo,shorts,L,Gris,1,24300,0,24300,24300
VPI00395,VTA0240,PROD052,Buzo Oversize,buzos,L,Blanco,1,52300,3000,52300,49300
VPI00396,VTA0241,PROD053,Buzo Oversize,buzos,L,Gris,1,48900,1000,48900,47900
VPI00397,VTA0242,PROD059,Zapatilla Running,zapatillas,39,Azul,2,83500,2000,167000,165000
VPI00398,VTA0242,PROD001,Remera Dry-Fit,remeras,S,Negro,1,17800,0,17800,17800
VPI00399,VTA0243,PROD027,Campera Running,camperas,M,Verde,1,56000,3000,56000,53000
VPI00400,VTA0243,PROD017,Calza Training,calzas,M,Gris,1,32900,1000,32900,31900
VPI00401,VTA0243,PROD025,Campera Running,camperas,M,Negro,1,60800,2000,60800,58800
VPI00402,VTA0244,PROD002,Remera Dry-Fit,remeras,S,Azul,2,19300,1000,38600,37600
VPI00403,VTA0244,PROD022,Campera Running,camperas,S,Negro,1,54900,3000,54900,51900
VPI00404,VTA0244,PROD053,Buzo Oversize,buzos,L,Gris,2,48900,0,97800,97800
VPI00405,VTA0245,PROD006,Remera Dry-Fit,remeras,M,Blanco,1,18400,2000,18400,16400
VPI00406,VTA0245,PROD013,Calza Training,calzas,S,Negro,1,34000,1500,34000,32500
VPI00407,VTA0246,PROD002,Remera Dry-Fit,remeras,S,Azul,2,19300,0,38600,38600
VPI00408,VTA0246,PROD012,Remera Dry-Fit,remeras,XL,Blanco,2,19500,0,39000,39000
VPI00409,VTA0246,PROD013,Calza Training,calzas,S,Negro,1,34000,0,34000,34000
VPI00410,VTA0247,PROD016,Calza Training,calzas,M,Negro,1,31400,3000,31400,28400
VPI00411,VTA0247,PROD024,Campera Running,camperas,S,Verde,1,59200,3000,59200,56200
VPI00412,VTA0248,PROD004,Remera Dry-Fit,remeras,M,Negro,1,18700,0,18700,18700
VPI00413,VTA0249,PROD050,Buzo Oversize,buzos,M,Gris,1,52000,0,52000,52000
VPI00414,VTA0249,PROD044,Top Deportivo,tops,M,Rosa,1,21400,0,21400,21400
VPI00415,VTA0249,PROD001,Remera Dry-Fit,remeras,S,Negro,1,17800,1000,17800,16800
VPI00416,VTA0250,PROD053,Buzo Oversize,buzos,L,Gris,1,48900,0,48900,48900
VPI00417,VTA0250,PROD040,Top Deportivo,tops,S,Negro,1,24000,1500,24000,22500
VPI00418,VTA0251,PROD059,Zapatilla Running,zapatillas,39,Azul,1,83500,1000,83500,82500
VPI00419,VTA0251,PROD018,Calza Training,calzas,M,Violeta,1,30900,0,30900,30900
VPI00420,VTA0252,PROD017,Calza Training,calzas,M,Gris,1,32900,0,32900,32900
VPI00421,VTA0252,PROD027,Campera Running,camperas,M,Verde,1,56000,0,56000,56000
VPI00422,VTA0252,PROD026,Campera Running,camperas,M,Azul,1,60200,3000,60200,57200
VPI00423,VTA0252,PROD025,Campera Running,camperas,M,Negro,2,60800,1500,121600,120100
VPI00424,VTA0253,PROD047,Top Deportivo,tops,L,Rosa,1,24400,0,24400,24400
VPI00425,VTA0253,PROD052,Buzo Oversize,buzos,L,Blanco,2,52300,1500,104600,103100
VPI00426,VTA0254,PROD038,Short Deportivo,shorts,XL,Negro,1,23900,0,23900,23900
VPI00427,VTA0255,PROD033,Short Deportivo,shorts,M,Azul,1,23700,1000,23700,22700
VPI00428,VTA0255,PROD008,Remera Dry-Fit,remeras,L,Azul,1,17800,0,17800,17800
VPI00429,VTA0255,PROD059,Zapatilla Running,zapatillas,39,Azul,1,83500,0,83500,83500
VPI00430,VTA0256,PROD032,Short Deportivo,shorts,M,Negro,1,25300,0,25300,25300
VPI00431,VTA0256,PROD022,Campera Running,camperas,S,Negro,1,54900,0,54900,54900
VPI00432,VTA0257,PROD028,Campera Running,camperas,L,Negro,1,57800,2000,57800,55800
VPI00433,VTA0258,PROD021,Calza Training,calzas,L,Violeta,1,32500,0,32500,32500
VPI00434,VTA0258,PROD049,Buzo Oversize,buzos,M,Blanco,1,52100,0,52100,52100
VPI00435,VTA0258,PROD055,Buzo Oversize,buzos,XL,Blanco,1,48300,1500,48300,46800
VPI00436,VTA0258,PROD034,Short Deportivo,shorts,L,Gris,1,24300,0,24300,24300
VPI00437,VTA0259,PROD034,Short Deportivo,shorts,L,Gris,1,24300,1500,24300,22800
VPI00438,VTA0260,PROD015,Calza Training,calzas,S,Violeta,1,34400,0,34400,34400
VPI00439,VTA0261,PROD041,Top Deportivo,tops,S,Rosa,1,23300,0,23300,23300
VPI00440,VTA0262,PROD036,Short Deportivo,shorts,L,Azul,1,25500,0,25500,25500
VPI00441,VTA0263,PROD045,Top Deportivo,tops,M,Blanco,1,23500,0,23500,23500
VPI00442,VTA0263,PROD009,Remera Dry-Fit,remeras,L,Blanco,1,17300,0,17300,17300
VPI00443,VTA0264,PROD013,Calza Training,calzas,S,Negro,1,34000,0,34000,34000
VPI00444,VTA0264,PROD023,Campera Running,camperas,S,Azul,1,53700,3000,53700,50700
VPI00445,VTA0264,PROD046,Top Deportivo,tops,L,Negro,2,24200,3000,48400,45400
VPI00446,VTA0265,PROD010,Remera Dry-Fit,remeras,XL,Negro,2,17800,0,35600,35600
VPI00447,VTA0265,PROD006,Remera Dry-Fit,remeras,M,Blanco,1,18400,0,18400,18400
VPI00448,VTA0266,PROD056,Buzo Oversize,buzos,XL,Gris,2,53500,1500,107000,105500
VPI00449,VTA0266,PROD019,Calza Training,calzas,L,Negro,1,35700,0,35700,35700
VPI00450,VTA0266,PROD024,Campera Running,camperas,S,Verde,1,59200,0,59200,59200
VPI00451,VTA0267,PROD018,Calza Training,calzas,M,Violeta,2,30900,0,61800,61800
VPI00452,VTA0267,PROD047,Top Deportivo,tops,L,Rosa,1,24400,2000,24400,22400
VPI00453,VTA0267,PROD006,Remera Dry-Fit,remeras,M,Blanco,3,18400,1000,55200,54200
VPI00454,VTA0267,PROD024,Campera Running,camperas,S,Verde,2,59200,3000,118400,115400
VPI00455,VTA0268,PROD038,Short Deportivo,shorts,XL,Negro,1,23900,3000,23900,20900
VPI00456,VTA0269,PROD032,Short Deportivo,shorts,M,Negro,2,25300,3000,50600,47600
VPI00457,VTA0269,PROD008,Remera Dry-Fit,remeras,L,Azul,1,17800,1000,17800,16800
VPI00458,VTA0270,PROD043,Top Deportivo,tops,M,Negro,2,21000,0,42000,42000
VPI00459,VTA0271,PROD036,Short Deportivo,shorts,L,Azul,1,25500,0,25500,25500
VPI00460,VTA0271,PROD040,Top Deportivo,tops,S,Negro,1,24000,3000,24000,21000
VPI00461,VTA0271,PROD004,Remera Dry-Fit,remeras,M,Negro,2,18700,0,37400,37400
VPI00462,VTA0272,PROD042,Top Deportivo,tops,S,Blanco,1,23000,0,23000,23000
VPI00463,VTA0273,PROD032,Short Deportivo,shorts,M,Negro,1,25300,0,25300,25300
VPI00464,VTA0274,PROD041,Top Deportivo,tops,S,Rosa,1,23300,3000,23300,20300
VPI00465,VTA0274,PROD020,Calza Training,calzas,L,Gris,3,33000,1500,99000,97500
VPI00466,VTA0274,PROD033,Short Deportivo,shorts,M,Azul,2,23700,0,47400,47400
VPI00467,VTA0274,PROD036,Short Deportivo,shorts,L,Azul,2,25500,1500,51000,49500
VPI00468,VTA0275,PROD055,Buzo Oversize,buzos,XL,Blanco,1,48300,1000,48300,47300
VPI00469,VTA0276,PROD040,Top Deportivo,tops,S,Negro,1,24000,0,24000,24000
VPI00470,VTA0277,PROD041,Top Deportivo,tops,S,Rosa,2,23300,0,46600,46600
VPI00471,VTA0278,PROD001,Remera Dry-Fit,remeras,S,Negro,1,17800,2000,17800,15800
VPI00472,VTA0278,PROD034,Short Deportivo,shorts,L,Gris,2,24300,3000,48600,45600
VPI00473,VTA0278,PROD048,Top Deportivo,tops,L,Blanco,2,24200,0,48400,48400
VPI00474,VTA0278,PROD004,Remera Dry-Fit,remeras,M,Negro,1,18700,0,18700,18700
VPI00475,VTA0279,PROD027,Campera Running,camperas,M,Verde,2,56000,1000,112000,111000
VPI00476,VTA0279,PROD039,Short Deportivo,shorts,XL,Azul,1,24900,1500,24900,23400
VPI00477,VTA0279,PROD045,Top Deportivo,tops,M,Blanco,3,23500,3000,70500,67500
VPI00478,VTA0280,PROD036,Short Deportivo,shorts,L,Azul,1,25500,0,25500,25500
VPI00479,VTA0280,PROD059,Zapatilla Running,zapatillas,39,Azul,1,83500,1000,83500,82500
VPI00480,VTA0280,PROD021,Calza Training,calzas,L,Violeta,1,32500,0,32500,32500
VPI00481,VTA0281,PROD043,Top Deportivo,tops,M,Negro,1,21000,1000,21000,20000
VPI00482,VTA0281,PROD046,Top Deportivo,tops,L,Negro,2,24200,2000,48400,46400
VPI00483,VTA0282,PROD051,Buzo Oversize,buzos,M,Negro,1,47400,1000,47400,46400
VPI00484,VTA0283,PROD053,Buzo Oversize,buzos,L,Gris,1,48900,0,48900,48900
VPI00485,VTA0284,PROD051,Buzo Oversize,buzos,M,Negro,3,47400,1500,142200,140700
VPI00486,VTA0285,PROD041,Top Deportivo,tops,S,Rosa,1,23300,0,23300,23300
VPI00487,VTA0285,PROD046,Top Deportivo,tops,L,Negro,2,24200,0,48400,48400
VPI00488,VTA0285,PROD042,Top Deportivo,tops,S,Blanco,1,23000,0,23000,23000
VPI00489,VTA0286,PROD009,Remera Dry-Fit,remeras,L,Blanco,1,17300,1000,17300,16300
VPI00490,VTA0286,PROD011,Remera Dry-Fit,remeras,XL,Azul,1,19300,3000,19300,16300
VPI00491,VTA0287,PROD020,Calza Training,calzas,L,Gris,1,33000,1500,33000,31500
VPI00492,VTA0287,PROD032,Short Deportivo,shorts,M,Negro,1,25300,1500,25300,23800
VPI00493,VTA0287,PROD051,Buzo Oversize,buzos,M,Negro,1,47400,0,47400,47400
VPI00494,VTA0288,PROD043,Top Deportivo,tops,M,Negro,1,21000,3000,21000,18000
VPI00495,VTA0288,PROD022,Campera Running,camperas,S,Negro,3,54900,0,164700,164700
VPI00496,VTA0288,PROD024,Campera Running,camperas,S,Verde,1,59200,1500,59200,57700
VPI00497,VTA0289,PROD044,Top Deportivo,tops,M,Rosa,2,21400,2000,42800,40800
VPI00498,VTA0289,PROD021,Calza Training,calzas,L,Violeta,1,32500,1000,32500,31500
VPI00499,VTA0289,PROD025,Campera Running,camperas,M,Negro,1,60800,1500,60800,59300
VPI00500,VTA0289,PROD051,Buzo Oversize,buzos,M,Negro,1,47400,3000,47400,44400
VPI00501,VTA0290,PROD050,Buzo Oversize,buzos,M,Gris,1,52000,0,52000,52000
VPI00502,VTA0291,PROD014,Calza Training,calzas,S,Gris,1,34100,2000,34100,32100
VPI00503,VTA0291,PROD035,Short Deportivo,shorts,L,Negro,1,25300,0,25300,25300
VPI00504,VTA0291,PROD055,Buzo Oversize,buzos,XL,Blanco,1,48300,0,48300,48300
VPI00505,VTA0292,PROD053,Buzo Oversize,buzos,L,Gris,1,48900,1000,48900,47900
VPI00506,VTA0293,PROD035,Short Deportivo,shorts,L,Negro,1,25300,0,25300,25300
VPI00507,VTA0293,PROD001,Remera Dry-Fit,remeras,S,Negro,2,17800,0,35600,35600
VPI00508,VTA0294,PROD049,Buzo Oversize,buzos,M,Blanco,2,52100,2000,104200,102200
VPI00509,VTA0295,PROD056,Buzo Oversize,buzos,XL,Gris,1,53500,0,53500,53500
VPI00510,VTA0295,PROD035,Short Deportivo,shorts,L,Negro,1,25300,1500,25300,23800
VPI00511,VTA0296,PROD006,Remera Dry-Fit,remeras,M,Blanco,1,18400,1500,18400,16900
VPI00512,VTA0296,PROD020,Calza Training,calzas,L,Gris,1,33000,0,33000,33000
VPI00513,VTA0297,PROD037,Short Deportivo,shorts,XL,Gris,1,23900,3000,23900,20900
VPI00514,VTA0297,PROD056,Buzo Oversize,buzos,XL,Gris,1,53500,0,53500,53500
VPI00515,VTA0298,PROD043,Top Deportivo,tops,M,Negro,1,21000,0,21000,21000
VPI00516,VTA0299,PROD010,Remera Dry-Fit,remeras,XL,Negro,1,17800,1500,17800,16300
VPI00517,VTA0299,PROD037,Short Deportivo,shorts,XL,Gris,3,23900,0,71700,71700
VPI00518,VTA0300,PROD009,Remera Dry-Fit,remeras,L,Blanco,1,17300,3000,17300,14300
VPI00519,VTA0300,PROD044,Top Deportivo,tops,M,Rosa,1,21400,1500,21400,19900
VPI00520,VTA0300,PROD047,Top Deportivo,tops,L,Rosa,2,24400,3000,48800,45800
